isbn,name,author,stock,publisher,,price,borroweCount,type
,明朝那些事儿（1-9）,作者/译者：当年明月,2,中国海关出版社,2009-04-01 00:00:00,358.20 ,,5
,陌生的经验,作者/译者：陈丹青,1,广西师范大学出版社,2015-11-01 00:00:00,98.00 ,,5
,德米安,作者/译者：[德]赫尔曼·黑塞/丁君君/谢莹莹,1,上海人民出版社,2009-03-01 00:00:00,25.00 ,,5
,忧郁的热带,作者/译者：[法]列维-斯特劳斯/王志明,1,生活·读书·新知三联书店,2005-06-01 00:00:00,29.80 ,,5
,围城,作者/译者：钱钟书,1,人民文学出版社,2013-06-01 00:00:00,28.00 ,,5
,中国神话史,作者/译者：袁珂,1,北京联合出版公司·后浪出版公司,2015-12-01 00:00:00,68.00 ,,5
,悉达多,作者/译者：(德)赫尔曼·黑塞/杨玉功,2,上海人民出版社,2012-10-01 00:00:00,25.00 ,,5
,你好，旧时光（三周年纪念版）,作者/译者：八月长安,1,湖南文艺出版社,2012-09-01 00:00:00,68.00 ,,5
,人间词话,作者/译者：王国维,1,中華書局,2012-07-01 00:00:00,19.00 ,,5
,动物庄园,作者/译者：（英）乔治·奥威尔/张毅高孝先,2,上海人民出版社,2000-08-01 00:00:00,18.00 ,,5
,项塔兰,作者/译者：[澳]格里高利·大卫·罗伯兹/黄中宪,1,华文出版社,2009-04-01 00:00:00,58.00 ,,5
,傲慢与偏见,作者/译者：[英]简·奥斯丁/王科一,2,上海译文出版社,2008-04-01 00:00:00,28.00 ,,5
,傲慢与偏见,作者/译者：简?奥斯丁(JaneAusten)/孙致礼,1,"凤凰出版传媒集团,译林出版社",2010-06-01 00:00:00,18.50 ,,5
,围城,作者/译者：钱锺书,2,人民文学出版社,2007-08-01 00:00:00,19.00 ,,5
,博尔赫斯小说集,作者/译者：[阿根廷]博尔赫斯/王永年/陈泉,2,浙江文艺出版社,2005-12-01 00:00:00,26.00 ,,5
,朱生豪情书全集,作者/译者：朱生豪/宋清如,1,中国青年出版社,2013-02-01 00:00:00,68.00 ,,5
,安娜·卡列尼娜,作者/译者：[俄]列夫·托尔斯泰/草婴,1,上海文艺出版社,2007-08-01 00:00:00,37.00 ,,5
,火星救援,作者/译者：[美]安迪·威尔/陈灼,2,译林出版社,2015-10-01 00:00:00,38.00 ,,5
,斯通纳,作者/译者：[美]约翰·威廉斯/杨向荣/世纪文景,1,出版信息：上海人民出版社,2016-01-01 00:00:00,39.00 ,,5
,悲伤与理智,作者/译者：[美]约瑟夫·布罗茨基/刘文飞,1,上海译文出版社,2015-04-01 00:00:00,58.00 ,,5
,小王子,作者/译者：[法]圣埃克苏佩里/马振聘,1,人民文学出版社,2003-08-01 00:00:00,22.00 ,,5
,夜莺与玫瑰,作者/译者：[英]奥斯卡·王尔德/谈瀛洲,2,浙江文艺出版社,2015-04-01 00:00:00,32.00 ,,5
,强风吹拂,作者/译者：(日)三浦紫苑/林佩瑾/李建铨/杨正敏,1,广西师范大学出版社,2015-01-01 00:00:00,39.00 ,,5
,霍乱时期的爱情,作者/译者：[哥伦比亚]加西亚·马尔克斯/杨玲,1,南海出版公司,2012-09-01 00:00:00,39.50 ,,5
,献给阿尔吉侬的花束,作者/译者：（美）丹尼尔?凯斯/DanielKeyes/陈澄和,2,广西师范大学出版社,2015-04-01 00:00:00,36.00 ,,5
,月亮和六便士,作者/译者：[英]毛姆/傅惟慈,2,上海译文出版社,2006-08-01 00:00:00,15.00 ,,5
,永恒的终结,作者/译者：[美]艾萨克·阿西莫夫/崔正男,2,江苏文艺出版社,2014-09-01 00:00:00,CNY32.00,,5
,平凡的世界（全三部）,作者/译者：路遥,2,人民文学出版社,2005-01-01 00:00:00,64.00 ,,5
,霍乱时期的爱情（2015年修订版）,作者/译者：[哥伦比亚]加西亚·马尔克斯/杨玲,1,南海出版公司,2015-06-01 00:00:00,49.50 ,,5
,我不知道该说什么，关于死亡还是爱情,作者/译者：S.A.阿列克谢耶维奇/方祖芳/郭成业/花城出版社,1,出版信息：铁葫芦图书,2014-06-15 00:00:00,34.80 ,,5
,小径分岔的花园,作者/译者：[阿根廷]博尔赫斯/王永年,1,上海译文出版社,2015-07-01 00:00:00,23.00 ,,5
,局外人,作者/译者：[法]阿尔贝·加缪/柳鸣九,2,上海译文出版社,2010-09-01 00:00:00,22.00 ,,5
,浮生梦,作者/译者：[英]达芙妮·杜穆里埃,2,花山文艺出版社,2016-01-15 00:00:00,39.90 ,,5
,罗生门,作者/译者：芥川龙之介/赵玉皎,2,云南人民出版社,2015-08-07 00:00:00,CNY68.00,,5
,最后的猎巫人,作者/译者：[美]詹姆斯·莫罗/杨晨光/三辉图书,2,出版信息：外语教学与研究出版社,2015-10-01 00:00:00,55.00 ,,5
,来自新世界 （上下）,作者/译者：[日]贵志祐介/丁丁虫,1,上海译文出版社,2014-04-01 00:00:00,88.00 ,,5
,树上的男爵,作者/译者：(意)卡尔维诺/吴正仪,1,译林出版社,2012-04-01 00:00:00,30.00 ,,5
,刀锋,作者/译者：[英]毛姆/周煦良,1,上海译文出版社,2007-03-01 00:00:00,18.00 ,,5
,江城,作者/译者：[美]彼得·海斯勒/李雪顺,2,上海译文出版社,2012-01-01 00:00:00,36.00 ,,5
,人生的枷锁,作者/译者：[英]毛姆/张柏然/张增健/倪俊,1,上海译文出版社,2007-03-01 00:00:00,32.00 ,,5
,嫌疑人X的献身,作者/译者：东野圭吾/刘子倩,2,南海出版公司,2014-06-01 00:00:00,CNY35.00,,5
,悉达多,作者/译者：[德]赫尔曼·黑塞/杨玉功译/丁君君校,2,上海人民出版社,2009-03-01 00:00:00,20.00 ,,5
,撒哈拉的故事,作者/译者：三毛,1,皇冠出版社,1905-05-29 00:00:00,160TWD,,5
,平凡的世界,作者/译者：路遥,2,北京十月文艺出版社,2012-03-01 00:00:00,79.80 ,,5
,平如美棠,作者/译者：饶平如,2,广西师范大学出版社,2013-05-01 00:00:00,39.80 ,,5
,遥远的星辰,作者/译者：[智利]罗贝托·波拉尼奥/张慧玲,1,上海人民出版社,2016-01-01 00:00:00,32.00 ,,5
,有鹿来,作者/译者：苏枕书,2,北京联合出版公司,2016-01-01 00:00:00,49.80 ,,5
,白鹿原,作者/译者：陈忠实,2,人民文学出版社,2012-09-01 00:00:00,39.00 ,,5
,东方快车谋杀案,作者/译者：[英]阿加莎·克里斯蒂/陈尧光,1,人民文学出版社,2006-05-01 00:00:00,18.00 ,,5
,哈利·波特与魔法石,作者/译者：[英]J.K.罗琳/苏农,1,人民文学出版社,2000-09-01 00:00:00,19.50 ,,5
,古典传统,作者/译者：[美]吉尔伯特·海厄特（GilbertHighet)/王晨,1,北京联合出版公司·后浪出版公司,2015-10-01 00:00:00,78.00 ,,5
,额尔古纳河右岸,作者/译者：迟子建,1,北京十月文艺出版社,2005-12-01 00:00:00,29.00 ,,5
,天龙八部,作者/译者：金庸,1,生活.读书.新知三联书店,1994-05-01 00:00:00,96.00 ,,5
,此生未完成,作者/译者：于娟,2,湖南科技出版社,2011-05-01 00:00:00,26.00 ,,5
,人间词话,作者/译者：王国维,1,上海古籍出版社,1998-12-01 00:00:00,9.80 ,,5
,金色梦乡,作者/译者：[日]伊坂幸太郎/李彦桦,2,译林出版社,2010-09-01 00:00:00,35.00 ,,5
,没有个性的人,作者/译者：[奥]罗伯特·穆齐尔/张荣昌,1,上海译文出版社,2015-04-01 00:00:00,140.00 ,,5
,沉默的大多数,作者/译者：王小波,1,陕西师范大学出版社,2009-07-01 00:00:00,32.00 ,,5
,海伯利安,作者/译者：[美]丹·西蒙斯/潘振华/官善明/李懿,2,万卷出版公司,2007-05-01 00:00:00,35.00 ,,5
,你一生的故事,作者/译者：[美]特德·蒋/王荣生等,2,四川科学技术出版社,2005-02-01 00:00:00,18.00 ,,5
,银河帝国：基地,作者/译者：[美]艾萨克·阿西莫夫/叶李华,2,江苏文艺出版社,2012-03-01 00:00:00,29.90 ,,5
,我们在此相遇,作者/译者：[英]约翰·伯格/吴莉君,2,广西师范大学出版社,2015-07-01 00:00:00,48.00 ,,5
,冬牧场,作者/译者：李娟,1,新星出版社,2012-06-01 00:00:00,29.80 ,,5
,光明王,作者/译者：(美)罗杰·泽拉兹尼/胡纾,2,北京联合出版公司,2015-03-15 00:00:00,42.00 ,,5
,我们仨,作者/译者：杨绛,2,生活·读书·新知三联书店,2012-09-01 00:00:00,23.00 ,,5
,谋杀电视机,作者/译者：大头马,2,四川文艺出版社,2015-12-01 00:00:00,36.80 ,,5
,巴黎评论·作家访谈Ⅰ,作者/译者：《巴黎评论》编辑部/黄昱宁等,2,人民文学出版社,2012-02-01 00:00:00,38.00 ,,5
,沈从文的后半生:1948-1988,作者/译者：张新颖,1,广西师范大学出版社,2014-06-01 00:00:00,59.00 ,,5
,The Martian,作者/译者：AndyWeir,2,Crown,2014-02-11 00:00:00,USD24.00,,5
,罪与罚,作者/译者：[俄]陀思妥耶夫斯基/岳麟,2,上海译文出版社,2006-08-01 00:00:00,23.00 ,,5
,万历十五年,作者/译者：[美]黄仁宇,2,中华书局,2006-08-01 00:00:00,36.00 ,,5
,我与地坛,作者/译者：史铁生,2,春风文艺出版社,2002-05-01 00:00:00,25.00 ,,5
,致未来的诗人,作者/译者：[西班牙]路易斯·塞尔努达/范晔,2,华东师范大学出版社,2015-08-01 00:00:00,34.00 ,,5
,孽子,作者/译者：白先勇,1,广西师范大学出版社,1905-07-02 02:24:00,46.00 ,,5
,傲慢与偏见,作者/译者：[英]奥斯丁/王科一,1,上海译文出版社,1996-12-01 00:00:00,11.00 ,,5
,射雕英雄传,作者/译者：金庸,2,生活·读书·新知三联书店,1994-05-01 00:00:00,76.80 ,,5
,异乡人,作者/译者：(法)加缪/张一乔,2,北京大学出版社,2015-02-01 00:00:00,28.00 ,,5
,围城,作者/译者：钱锺书,2,人民文学出版社,1991-02-01 00:00:00,19.00 ,,5
,萤火虫小巷,作者/译者：[美]克莉丝汀·汉娜/康学慧,1,百花洲文艺出版社,2015-11-01 00:00:00,36.00 ,,5
,嫌疑人X的献身,作者/译者：[日]东野圭吾/刘子倩,2,南海出版公司,2008-09-01 00:00:00,28.00 ,,5
,帷幕,作者/译者：[英]阿加莎·克里斯蒂/李杨,2,新星出版社,2015-02-01 00:00:00,26.00 ,,5
,巴黎评论·作家访谈2,作者/译者：《巴黎评论》编辑部/仲召明等,1,上海文艺出版社,2015-11-01 00:00:00,45.00 ,,5
,阿兰的战争,作者/译者：[法]埃曼努埃尔·吉贝尔（EmmanuelGuibert）/孟蕊,2,北京联合出版公司·后浪出版公司,2015-08-01 00:00:00,128.00（全三册）,,5
,青青子衿,作者/译者：胡马依,1,漓江出版社,2015-11-01 00:00:00,36.80 ,,5
,小说机杼,作者/译者：[英]詹姆斯·伍德/黄远帆,2,河南大学出版社,2015-08-01 00:00:00,28.00 ,,5
,浮生六记,作者/译者：（清）沈复,1,人民文学出版社,1999-01-01 00:00:00,5.70 ,,5
,为你，耶路撒冷（上下册）,作者/译者：【美】拉莱?科林斯/【法】多米尼克·拉皮埃尔/晏可佳/晏子慧/姚蓓琴/浙江人民出版社,1,出版信息：铁葫芦图书,2015-07-01 00:00:00,79.80（上下册）,,5
,无人生还,作者/译者：[英]阿加莎?克里斯蒂/祁阿红,2,人民文学出版社,2008-03-01 00:00:00,19.00 ,,5
,孩子你慢慢来,作者/译者：龙应台,1,生活·读书·新知三联书店,2009-12-01 00:00:00,28.00 ,,5
,人间草木,作者/译者：汪曾祺,1,江苏文艺出版社,2005-01-01 00:00:00,20.00 ,,5
,爱情和其他魔鬼,作者/译者：[哥伦比亚]加西亚·马尔克斯,1,陶玉平,南海出版公司,,,5
,台北人,作者/译者：白先勇,2,广西师范大学出版社,2010-10-01 00:00:00,38.00 ,,5
,基督山伯爵,作者/译者：大仲马/周克希/韩沪麟,1,上海译文出版社,1991-12-01 00:00:00,43.90 ,,5
,最好的我们,作者/译者：八月长安,2,湖南文艺出版社,2013-08-05 00:00:00,55.00 ,,5
,伪装成独白的爱情,作者/译者：[匈]马洛伊·山多尔/郭晓晶,2,译林出版社,2015-10-01 00:00:00,48.00 ,,5
,看不见的城市,作者/译者：[意大利]伊塔洛·卡尔维诺/张密,1,译林出版社,2012-04-01 00:00:00,25.00 ,,5
,许三观卖血记,作者/译者：余华,2,作家出版社,2012-09-01 00:00:00,24.00 ,,5
,城南旧事,作者/译者：林海音文/关维兴图,2,中国青年出版社,2003-07-01 00:00:00,16.00 ,,5
,遥远的救世主,作者/译者：豆豆,2,作家出版社,2005-05-01 00:00:00,28.00 ,,5
,"我是女兵,也是女人",作者/译者：S.A.阿列克谢耶维奇/吕宁思/九州出版社,2,出版信息：铁葫芦图书,2015-09-01 00:00:00,55.00 ,,5
,别闹了，费曼先生,作者/译者：费曼/吴程远,1,生活·读书·新知三联书店,1997-12-01 00:00:00,22.00 ,,5
,哈利·波特与阿兹卡班的囚徒,作者/译者：[英]J.K.罗琳/郑须弥,2,人民文学出版社,2000-09-01 00:00:00,26.50 ,,5
,哈利·波特与火焰杯,作者/译者：[英]J.K.罗琳/马爱新,1,人民文学出版社,2001-05-01 00:00:00,39.80 ,,5
,一个人的村庄,作者/译者：刘亮程,1,春风文艺出版社,2006-01-01 00:00:00,28.00 ,,5
,爱在黎明破晓前&爱在日落黄昏时,作者/译者：理查德·林克莱特/金·克里桑/米粒,1,中信出版社,2014-09-01 00:00:00,28.00 ,,5
,献给阿尔吉侬的花束,作者/译者：[美]丹尼尔·凯斯/周月玲,1,辽宁教育出版社,2005-08-01 00:00:00,25.00 ,,5
,在世界遗忘你之前,作者/译者：杨树鹏,2,重庆出版社,2015-11-01 00:00:00,CNY48.00,,5
,光荣与梦想,作者/译者：[美]威廉·曼彻斯特/广东外国语学院美英问题研究室翻译组,2,海南出版社三环出版社,2004-02-01 00:00:00,68.00 ,,5
,一百个人的十年,作者/译者：冯骥才,2,江苏文艺出版社,1997-10-01 00:00:00,18.80 ,,5
,笑傲江湖（全四册）,作者/译者：金庸,1,生活·读书·新知三联书店,1994-05-01 00:00:00,76.80 ,,5
,天堂之火,作者/译者：[英]玛丽·瑞瑙特/郑远涛,1,上海人民出版社,2015-10-01 00:00:00,39.00 ,,5
,吉米·科瑞根,作者/译者：[美]克里斯·韦尔/陈鼐安,2,新星出版社,2015-11-01 00:00:00,89.00 ,,5
,哈利·波特与死亡圣器,作者/译者：[英]J.K.罗琳/马爱农/马爱新,2,人民文学出版社,2007-10-01 00:00:00,66.00 ,,5
,追风筝的人,作者/译者：[美]卡勒德·胡赛尼/李继宏,2,上海人民出版社,2006-05-01 00:00:00,29.00 ,,5
,三体,作者/译者：刘慈欣,1,重庆出版社,2008-01-01 00:00:00,23.00 ,,5
,你一生的故事,作者/译者：[美]特德·姜/李克勤/王荣生/Bruceyew,1,译林出版社,2015-05-01 00:00:00,36.00 ,,5
,光荣与梦想,作者/译者：[美]威廉·曼彻斯特（WilliamManchester）/四川外国语大学翻译学院翻译组,2,中信出版社,2015-03-01 00:00:00,236.00 ,,5
,生活与命运,作者/译者：[俄罗斯]瓦西里·格罗斯曼/力冈,1,广西师范大学出版社,2015-08-20 00:00:00,118.00 ,,5
,所有我们看不见的光,作者/译者：安东尼·多尔/高环宇,1,中信出版社,2015-07-30 00:00:00,42.00 ,,5
,烛烬,作者/译者：[匈]马洛伊·山多尔/余泽民,1,译林出版社,2015-11-01 00:00:00,35.00 ,,5
,万物的签名,作者/译者：[美]伊丽莎白·吉尔伯特（ElizabethGilbert）/何佩桦,1,中信出版社,2015-02-01 00:00:00,42.00 ,,5
,博尔赫斯谈话录,作者/译者：[阿]豪尔赫·路易斯·博尔赫斯著/[美]威利斯·巴恩斯通编/西川,1,广西师范大学出版社,2014-11-01 00:00:00,49.00 ,,5
,灿烂千阳,作者/译者：[美]卡勒德·胡赛尼/李继宏,1,上海人民出版社,2007-09-01 00:00:00,28.00 ,,5
,傲慢与偏见,作者/译者：[英]奥斯丁/张玲/张扬,2,人民文学出版社,1993-07-01 00:00:00,13.00 ,,5
,黄金时代,作者/译者：王小波,1,花城出版社,1999-03-01 00:00:00,19.00 ,,5
,不能承受的生命之轻,作者/译者：米兰·昆德拉/许钧,2,上海译文出版社,2010-08-01 00:00:00,29.00 ,,5
,看不见的城市,作者/译者：[意大利]伊塔洛·卡尔维诺/张宓,1,译林出版社,2006-08-01 00:00:00,16.00 ,,5
,这些人，那些事,作者/译者：吴念真,1,译林出版社,2011-09-01 00:00:00,28.00 ,,5
,爱你就像爱生命,作者/译者：王小波/李银河,1,上海锦绣文章出版社,2008-05-01 00:00:00,18.00 ,,5
,呼兰河传,作者/译者：萧红,2,百花文艺出版社,2005-01-01 00:00:00,19.00 ,,5
,巨流河,作者/译者：齐邦媛,1,生活·读书·新知三联书店,2010-10-01 00:00:00,39.00 ,,5
,一只特立独行的猪,作者/译者：王小波,1,北方文艺出版社,2006-04-01 00:00:00,18.80 ,,5
,明朝那些事儿（壹）,作者/译者：当年明月,2,中国友谊出版公司,2006-09-01 00:00:00,24.80 ,,5
,不安之书,作者/译者：费尔南多·佩索阿/刘勇军,2,中国文联出版社,2014-01-01 00:00:00,42.00 ,,5
,我还是想你，妈妈,作者/译者：[白俄]S.A.阿列克谢耶维奇/晴朗李寒,2,九州出版社,2015-09-01 00:00:00,45.00 ,,5
,呐喊,作者/译者：鲁迅,1,人民文学出版社,1973-03-01 00:00:00,0.36 ,,5
,此时此刻相爱的能力,作者/译者：鹿满川,1,江苏凤凰文艺出版社,2016-02-01 00:00:00,36.80 ,,5
,黄金时代,作者/译者：王小波,2,陕西师范大学出版社,2009-07-01 00:00:00,23.00 ,,5
,过于喧嚣的孤独,作者/译者：(捷克)赫拉巴尔/杨乐云,1,北京十月文艺出版社,2011-10-01 00:00:00,22.00 ,,5
,哈利·波特与密室,作者/译者：[英]J.K.罗琳/马爱新,2,人民文学出版社,2000-09-01 00:00:00,22.00 ,,5
,旅行的艺术,作者/译者：(英)阿兰·德波顿/南治国/彭俊豪/何世原,1,上海译文出版社,2010-01-01 00:00:00,36.00 ,,5
,巴塞尔姆的40个故事,作者/译者：[美]唐纳德·巴塞尔姆/陈东飚,1,南海出版公司,2015-11-01 00:00:00,35.00 ,,5
,大秦帝国,作者/译者：孙皓晖,1,河南文艺出版社,2008-05-01 00:00:00,369.00 ,,5
,哈扎尔辞典（阳本）,作者/译者：(塞尔维亚)米洛拉德·帕维奇/南山/戴骢/石枕川,1,上海译文出版社,2013-01-01 00:00:00,45.00 ,,5
,银河系漫游指南,作者/译者：[英]道格拉斯·亚当斯/徐百柯,1,四川科学技术出版社,2005-06-01 00:00:00,16.00 ,,5
,俄罗斯文学讲稿,作者/译者：[美]弗拉基米尔·纳博科夫/丁骏/王建开,2,上海三联书店,2015-03-30 00:00:00,45.00 ,,5
,万物有灵且美,作者/译者：[英]吉米·哈利/种衍伦,2,中国城市出版社,2010-01-01 00:00:00,28.80 ,,5
,我的阿勒泰,作者/译者：李娟,2,云南人民出版社,2010-07-01 00:00:00,22.00 ,,5
,世界尽头与冷酷仙境,作者/译者：村上春树/林少华,2,上海译文出版社,2007-07-01 00:00:00,25.00 ,,5
,哈利·波特与混血王子,作者/译者：[英]J.K.罗琳/马爱农/马爱新,2,人民文学出版社,2005-10-01 00:00:00,58.00 ,,5
,记忆小屋,作者/译者：[美]托尼·朱特/何静芝,1,商务印书馆,2013-05-01 00:00:00,28.00 ,,5
,神雕侠侣,作者/译者：金庸,2,三联书店,1994-05-01 00:00:00,76.80 ,,5
,我已与一万亿株白桦相逢,作者/译者：胡成,2,广东人民出版社,2015-09-01 00:00:00,68.00 ,,5
,目送,作者/译者：龙应台,2,生活·读书·新知三联书店,2009-10-01 00:00:00,39.00 ,,5
,繁花,作者/译者：金宇澄,2,上海文艺出版社,2013-03-01 00:00:00,48.00 ,,5
,杂草的故事,作者/译者：[英]理查德·梅比/陈曦,1,译林出版社,2015-06-01 00:00:00,49.80 ,,5
,牧羊少年奇幻之旅,作者/译者：[巴西]保罗·柯艾略/丁文林,1,南海出版公司,2009-03-01 00:00:00,25.00 ,,5
,亲爱的安德烈,作者/译者：龙应台/[德]安德烈,1,人民文学出版社,2008-12-01 00:00:00,26.00 ,,5
,泛若不系之舟,作者/译者：傅真,1,中信出版社,2014-08-01 00:00:00,CNY39.80,,5
,苏菲的世界,作者/译者：[挪]乔斯坦·贾德/萧宝森,2,作家出版社,2007-10-01 00:00:00,26.00 ,,5
,一个陌生女人的来信,作者/译者：[奥]斯台芬·茨威格/张玉书,2,上海译文出版社,2007-07-01 00:00:00,20.00 ,,5
,小于一,作者/译者：[美]约瑟夫·布罗茨基/黄灿然,2,浙江文艺出版社,2014-09-01 00:00:00,CNY45.00,,5
,无人生还,作者/译者：(英)阿加莎·克里斯蒂/夏阳,2,新星出版社,2013-07-01 00:00:00,28.00 ,,5
,许三观卖血记,作者/译者：余华,1,南海出版公司,1998-09-01 00:00:00,16.80 ,,5
,窗边的小豆豆,作者/译者：[日]黑柳彻子著/岩崎千弘图/赵玉皎,2,南海出版公司,2003-01-01 00:00:00,20.00 ,,5
,在你说“喂”之前,作者/译者：[意]伊塔洛·卡尔维诺/刘月樵,1,译林出版社,2015-08-01 00:00:00,38.00 ,,5
,软件体的生命周期,作者/译者：[美]特德·姜/张博然/李克勤/王荣生/耿辉,2,译林出版社,2015-05-01 00:00:00,35.00 ,,5
,人类的群星闪耀时,作者/译者：[奥]斯蒂芬·茨威格/舒昌善,1,广西师范大学出版社,2004-08-01 00:00:00,18.00 ,,5
,南华录,作者/译者：赵柏田,1,北京大学出版社,2015-05-01 00:00:00,128.00 ,,5
,黑猫侦探 I：阴影之间,作者/译者：[西]胡安·卡纳莱斯（JuanDíazCanales）文/胡安霍·瓜尔尼多（JuanjoGuarnido）图/赵心舒,2,北京联合出版公司·后浪出版公司,2015-06-01 00:00:00,68.00 ,,5
,陆犯焉识,作者/译者：严歌苓,2,作家出版社,2011-10-01 00:00:00,35.00 ,,5
,面纱,作者/译者：[英]W.萨默塞特·毛姆/阮景林,2,重庆出版社,2012-05-01 00:00:00,32.00 ,,5
,理想国,作者/译者：[古希腊]柏拉图/郭斌和/张竹明,1,商务印书馆,1986-08-01 00:00:00,28.00 ,,5
,爱丽尔,作者/译者：[美]西尔维娅·普拉斯/包慧怡,1,南海出版公司,2015-02-01 00:00:00,32.00 ,,5
,球状闪电,作者/译者：刘慈欣,1,四川科学技术出版社,2005-06-01 00:00:00,22.00 ,,5
,听客溪的朝圣,作者/译者：[美]安妮·迪拉德/余幼姗,2,广西师范大学出版社,2015-06-01 00:00:00,38.00 ,,5
,杀手界·疾风号,作者/译者：(日)伊坂幸太郎/代珂,1,南海出版公司,2015-04-01 00:00:00,39.50 ,,5
,我的孤独是一座花园,作者/译者：[叙利亚]阿多尼斯/薛庆国,1,译林出版社,2009-03-01 00:00:00,28.00 ,,5
,间谍课：暗杀名单,作者/译者：弗·福赛斯/姜焜,2,江苏文艺出版社,2015-11-01 00:00:00,32.00 ,,5
,美丽新世界,作者/译者：[英]阿道司.赫胥黎/宋龙艺,1,北京理工大学出版社,2013-11-15 00:00:00,25.00 ,,5
,了不起的盖茨比,作者/译者：[美]斯科特·菲茨杰拉德著/村上春树导读/邓若虚,1,南海出版公司,2012-05-01 00:00:00,25.00 ,,5
,呼兰河传,作者/译者：萧红,2,天津人民出版社,2015-03-01 00:00:00,29.00 ,,5
,这世上没有毫无道理的横空出世,作者/译者：蓑依,1,江苏凤凰文艺出版社,2015-10-01 00:00:00,35.00 ,,5
,解忧杂货店,作者/译者：(日)东野圭吾/李盈春,1,南海出版公司,2014-05-01 00:00:00,39.50 ,,5
,午夜之子,作者/译者：[英]萨曼·鲁西迪/刘凯芳,2,北京燕山出版社,2015-09-01 00:00:00,56.00 ,,5
,无尽绿,作者/译者：宋乐天,2,北京大学出版社,2015-11-17 00:00:00,CNY55.00,,5
,我们仨,作者/译者：杨绛,1,生活·读书·新知三联书店,2003-07-01 00:00:00,18.80 ,,5
,送你一颗子弹,作者/译者：刘瑜,2,上海三联书店,2010-01-01 00:00:00,25.00 ,,5
,瓦尔登湖 (全注疏本),作者/译者：[美]亨利·戴维·梭罗/[美]杰弗里·S.克莱默(注疏)/杜先菊,1,华东师范大学出版社,2015-08-01 00:00:00,80.00 ,,5
,梦中的欢快葬礼和十二个异乡故事,作者/译者：[哥伦比亚]加西亚·马尔克斯/罗秀,1,南海出版公司,2015-05-01 00:00:00,CNY35.00,,5
,边城,作者/译者：沈从文/黄永玉卓雅插图.,2,北岳文艺出版社,2002-04-01 00:00:00,12.00 ,,5
,出轨,作者/译者：[爱尔兰]威廉·特雷弗/杨凌峰,2,上海文艺出版社,2015-02-01 00:00:00,29.00 ,,5
,重读,作者/译者：唐诺,1,广西师范大学出版社,2015-01-01 00:00:00,56.00 ,,5
,舍得，舍不得,作者/译者：蒋勋,2,湖南美术出版社,2015-10-01 00:00:00,45.00 ,,5
,恶意,作者/译者：[日]东野圭吾/娄美莲,2,南海出版公司,2013-01-01 00:00:00,28.00 ,,5
,一桩事先张扬的凶杀案,作者/译者：[哥伦比亚]加西亚·马尔克斯/魏然,1,南海出版公司,2013-06-01 00:00:00,25.00 ,,5
,荆棘鸟,作者/译者：[澳]考琳·麦卡洛/曾胡,2,译林出版社,1998-07-01 00:00:00,28.00 ,,5
,陆犯焉识,作者/译者：严歌苓,1,作家出版社,2014-05-01 00:00:00,38.00 ,,5
,一句顶一万句,作者/译者：刘震云,2,长江文艺出版社,2009-03-01 00:00:00,29.80 ,,5
,往事并不如烟,作者/译者：章诒和,2,人民文学出版社,2004-01-01 00:00:00,35.00 ,,5
,恋人絮语,作者/译者：[法]罗兰·巴特/汪耀进/武佩荣,1,上海人民出版社,2009-06-01 00:00:00,24.00 ,,5
,美丽新世界,作者/译者：[英]阿道司·赫胥黎/王波,1,重庆出版社,2005-06-01 00:00:00,20.00 ,,5
,金阁寺,作者/译者：[日]三岛由纪夫/唐月梅,1,上海译文出版社,2009-01-01 00:00:00,24.00 ,,5
,乡关何处,作者/译者：野夫,2,中信出版社,2012-05-01 00:00:00,32.00 ,,5
,自深深处,作者/译者：[英]奥斯卡·王尔德/朱纯深,1,译林出版社,2015-10-01 00:00:00,38.00 ,,5
,迷宫中的将军,作者/译者：[哥伦比亚]加西亚·马尔克斯/王永年,2,南海出版公司,2014-11-01 00:00:00,39.50 ,,5
,菊次郎与佐纪,作者/译者：(日)北野武/陈宝莲,1,译林出版社,2015-02-01 00:00:00,29.00 ,,5
,罗生门,作者/译者：[日]芥川龙之介/林少华,1,上海译文出版社,2008-07-01 00:00:00,12.00 ,,5
,盗墓笔记,作者/译者：,1,出版信息：南派三叔,上海文化出版社,,,5
,半生缘,作者/译者：张爱玲,1,北京十月文艺出版社,2006-12-01 00:00:00,28.00 ,,5
,C程序设计语言,作者/译者：（美）BrianW.Kernighan/（美）DennisM.Ritchie/徐宝文/李志译/尤晋元审校,2,机械工业出版社,2004-01-01 00:00:00,30.00 ,,5
,算法导论（原书第2版）,作者/译者：[美]ThomasH.Cormen/CharlesE.Leiserson/RonaldL.Rivest/CliffordStein/潘金贵等,1,机械工业出版社,2006-09-01 00:00:00,85.00 ,,5
,英语词根与单词的说文解字,作者/译者：李平武,1,外语教学与研究出版社,2008-01-01 00:00:00,18.90 ,,5
,史记,作者/译者：司马迁,2,中华书局,2006-06-01 00:00:00,28.00 ,,5
,飘,作者/译者：玛格丽特·米切尔/傅东华,2,浙江文艺出版社,2008-04-01 00:00:00,68.00 ,,5
,论自由,作者/译者：[英]约翰·穆勒/孟凡礼,1,广西师范大学出版社,2011-09-01 00:00:00,32.00 ,,5
